64

19 302
23 12 67
22 5 2
23 6 76
2 25 76
14 11 21
8 13 39
8 19 52
3 9 88
16 25 48
2 3 5
13 20 19
6 19 38
11 13 81
9 26 25
8 7 9
20 22 41
11 2 62
9 7 49
6 16 16
25 3 46
17 21 10
8 6 29
20 2 48
8 20 44
3 17 11
24 1 42
25 8 63
20 22 94
9 12 48
27 6 84
20 12 83
26 8 12
27 9 76
8 21 1
13 3 14
3 19 41
10 1 17
21 25 50
21 14 76
26 13 96
26 21 15
6 7 3
3 27 52
24 2 91
26 11 1
18 11 40
7 23 52
4 21 95
6 12 27
18 26 60
27 13 92
6 20 85
6 24 20
23 17 46
23 16 10
22 17 71
18 20 76
27 22 36
11 5 49
10 20 63
22 5 11
14 5 79
27 25 81
16 5 44
20 24 17
26 4 67
7 27 35
17 19 89
22 13 79
14 2 87
7 24 8
27 18 57
25 18 95
18 23 73
4 13 31
7 24 26
6 3 99
24 26 50
26 11 29
16 6 61
1 26 10
18 2 69
9 8 22
20 13 43
21 22 82
18 13 44
20 1 53
19 12 37
18 13 34
23 7 92
10 20 79
11 12 54
8 3 0
20 8 47
4 3 95
16 1 8
5 21 7
17 19 31
2 3 16
24 1 94
16 14 52
27 16 2
3 25 97
26 25 89
17 23 51
17 15 65
26 23 6
17 24 77
20 5 81
9 19 43
12 12 81
27 19 0
24 21 23
11 18 23
22 24 96
9 6 72
5 3 47
17 21 74
22 16 90
13 24 82
14 17 94
5 14 52
14 22 14
21 10 82
17 23 54
23 25 25
14 5 9
23 26 60
12 21 13
24 12 85
2 12 70
15 12 71
26 12 90
24 24 26
20 8 23
6 2 28
27 5 11
25 12 78
7 25 5
19 20 79
19 1 91
4 11 26
4 4 33
27 10 34
23 9 56
24 24 96
2 13 74
13 15 40
26 1 64
19 26 42
19 8 7
19 19 53
11 6 33
20 7 61
1 4 19
13 21 13
25 5 69
1 15 47
2 11 3
27 14 8
7 8 98
14 26 39
8 19 59
14 5 96
18 16 28
27 23 30
4 26 79
18 3 89
17 8 88
4 23 32
27 7 53
25 21 90
6 3 27
26 23 91
14 18 70
9 19 23
23 5 95
25 15 12
6 15 66
17 27 21
24 27 24
6 23 30
24 21 43
19 10 2
26 2 16
17 27 9
21 8 93
24 8 91
12 14 0
11 10 25
27 8 74
11 6 48
4 18 87
2 7 50
4 11 39
3 17 29
27 4 55
7 3 44
10 27 89
19 17 31
26 13 50
5 5 98
22 7 22
17 6 97
16 23 14
5 11 48
9 4 70
11 6 30
26 4 88
16 14 63
1 23 28
22 20 8
17 27 84
22 26 0
17 15 58
16 8 80
19 19 25
13 2 36
6 23 4
19 11 32
3 16 47
11 9 23
26 6 59
13 13 42
27 26 76
7 27 50
14 5 43
4 8 60
27 10 47
10 10 96
14 15 39
23 20 26
17 8 55
3 12 0
17 27 58
16 5 95
9 25 9
5 25 20
14 27 12
13 18 72
27 5 64
19 21 68
15 9 45
15 6 27
15 4 65
19 18 18
16 11 70
2 6 46
2 16 32
8 14 34
13 5 86
22 26 39
4 3 64
25 8 20
18 20 2
8 21 85
18 10 72
23 13 2
1 4 91
14 24 83
8 19 78
6 12 66
24 2 21
5 5 51
13 7 8
7 12 1
5 24 78
17 8 44
20 26 75
6 1 32
24 11 91
24 11 63
14 17 21
19 14 10
14 9 58
26 21 86
22 13 7
19 11 95
17 5 98
6 14 98
6 10 79
16 13 31
5 26 94
19 20 31
16 6 68
10 5 55
22 10 28
6 9 63
26 8 63
12 4 19
11 6 15
12 3 80
11 2 80
3 15 90
24 18 60
2 8 50
27 12 14
8 27 30
4 5 45
8 16 83
13 21 80
4 15 76
6 13 38
20 16 34
26 15 75
7 14 71
7 10 9
6 12 0
11 24 34
15 18 15
8 13 40
11 6 93
23 27 53
1 4 67
4 26 70
17 7 31
27 15 0
27 23 61
24 12 79
3 20 68
4 19 96
26 19 82
25 11 54
18 20 96
5 25 99
11 2 23
15 1 17
10 7 1
10 18 5
18 12 73
9 9 40
16 2 36
16 16 40
24 3 42
21 18 77
12 9 68
1 5 89
7 17 3
24 17 58
24 13 39
21 27 63
22 7 20
26 12 5
2 4 70
19 12 35
27 14 22
20 16 11
9 4 6
25 7 19
26 20 31
15 23 60
21 23 4
6 1 95
25 21 41
9 26 89
12 25 35
27 7 6
19 6 19
26 1 81
18 19 43
2 22 36
24 8 95
14 16 8
23 22 20
22 2 73
8 27 97
14 13 11
9 7 5
25 10 82
16 27 5
26 15 61
7 17 13
11 1 34
5 18 28
6 20 65
5 20 29
6 4 46
1 3 28
11 10 32
10 3 78
13 3 49
2 3 5
2 27 51
8 15 34
1 26 47
9 19 79
13 20 17
4 7 67
2 7 49
21 4 43
23 16 97
25 15 95
14 10 84
17 14 20
15 12 29
7 25 35
15 21 35
10 21 93
16 22 62
19 22 79
23 20 99
10 3 87
8 14 5
11 27 42
22 9 74
8 18 20
1 24 8
11 16 37
5 11 87
16 12 90
24 18 28
27 7 98
13 10 57
1 15 58
9 10 34
15 19 81
12 23 34
27 14 60
26 14 25
10 18 30
16 13 71
12 19 45
10 23 98
25 8 14
7 19 19
25 13 88
9 4 10
22 22 67
24 12 57
14 6 42
15 5 1
22 27 35
17 10 82
14 5 51
21 1 81
7 22 2
26 19 82
20 16 29
20 1 32
14 11 26
7 19 5
6 5 97

23 262
8 1 69
15 18 2
20 14 53
13 4 45
10 15 47
23 5 68
12 1 46
18 22 18
9 17 92
23 12 0
23 3 43
17 7 37
2 17 64
5 18 94
14 7 7
18 10 1
13 5 79
11 1 84
4 22 47
15 18 7
12 6 19
18 18 60
5 15 30
17 15 49
23 21 85
9 7 33
7 15 37
8 12 7
6 14 59
17 7 77
22 16 63
10 2 88
2 22 6
10 13 69
7 9 76
7 18 26
21 16 36
3 19 51
10 4 95
16 15 8
3 5 89
21 7 35
19 3 81
9 3 45
11 14 73
6 23 24
15 12 99
10 2 30
7 21 0
15 17 58
20 1 61
3 6 82
22 20 29
1 7 83
8 2 95
2 21 50
13 22 80
8 21 75
6 11 94
16 10 98
16 18 66
21 6 59
12 14 21
18 11 6
13 5 36
10 15 86
9 7 88
23 7 22
4 10 46
13 20 53
2 22 51
7 13 32
14 7 81
18 15 78
22 18 73
13 6 91
13 17 6
19 12 20
23 15 67
19 16 97
17 10 70
7 8 49
7 3 16
15 3 4
10 14 93
15 14 81
8 18 68
20 7 32
11 19 54
20 5 27
7 3 1
8 3 96
4 2 70
23 15 45
7 16 83
20 9 17
9 15 37
15 11 84
4 19 79
8 20 69
11 22 7
7 6 97
8 19 71
16 9 14
8 14 52
17 4 62
2 3 36
12 3 79
1 22 15
14 22 61
7 18 16
12 9 0
8 12 62
16 13 71
23 12 34
21 12 42
17 8 31
19 6 17
11 18 86
3 5 90
14 23 58
22 15 42
11 20 38
17 3 69
22 1 80
10 7 53
11 17 59
16 6 87
5 23 73
9 11 44
2 19 21
17 4 12
7 7 13
9 4 49
9 17 82
10 7 17
20 10 15
19 7 18
18 21 99
6 17 79
18 14 71
22 8 90
22 18 38
2 14 29
13 21 82
19 9 84
22 23 80
22 2 49
20 14 14
7 6 11
20 7 32
22 21 35
16 21 13
23 5 9
20 13 88
22 7 35
16 10 3
17 4 4
7 22 24
13 22 90
13 5 46
4 5 66
19 20 13
23 10 53
6 1 83
13 22 91
22 8 40
2 16 51
17 23 42
16 19 11
20 22 91
18 15 5
14 12 94
23 12 98
17 17 98
15 13 77
23 2 70
9 5 57
8 2 93
21 23 38
13 3 9
4 7 86
9 15 4
20 17 28
7 13 19
20 8 14
15 21 51
19 3 35
21 4 70
14 22 79
10 8 58
17 8 49
8 1 70
18 2 38
1 1 2
8 17 50
22 19 72
2 13 9
5 16 64
3 21 32
5 22 72
12 13 28
6 23 56
7 19 47
8 10 55
18 2 76
13 13 37
20 15 62
6 7 59
20 18 21
19 14 40
2 2 24
1 23 12
13 22 56
23 15 90
18 9 80
8 5 40
16 5 75
16 23 67
5 10 90
18 23 73
19 17 73
12 16 44
10 15 4
18 14 93
4 20 64
8 20 67
6 4 27
22 1 53
8 4 8
8 3 78
18 14 35
11 3 59
19 9 6
9 22 71
5 11 66
18 18 62
22 19 49
16 13 89
19 23 45
15 7 34
5 9 1
1 5 18
4 1 48
2 5 48
7 4 12
1 23 68
19 20 8
3 16 4
2 10 31
2 12 22
10 14 8
9 5 8
9 6 68
13 2 95
17 17 30
10 7 38
7 15 38
16 14 6
3 6 98
8 11 23
15 7 11

30 0

20 327
9 11 96
4 9 43
6 10 74
17 20 12
17 18 51
15 12 9
17 10 59
1 10 34
5 10 45
18 18 44
20 15 89
8 18 97
18 4 13
9 17 38
6 20 94
9 1 50
10 12 65
11 6 93
20 3 26
18 8 50
4 17 79
13 7 18
17 20 78
5 18 27
16 13 55
8 15 12
19 12 52
16 18 14
10 4 4
17 14 44
6 5 13
12 15 8
3 5 72
20 12 28
4 19 44
11 3 71
2 8 18
19 2 48
14 6 43
19 2 53
3 7 21
18 7 86
14 20 49
6 8 71
16 5 43
19 16 58
18 15 68
19 3 42
16 19 20
18 4 86
16 5 84
3 4 99
2 13 48
1 5 61
5 20 66
1 18 74
7 7 44
1 9 81
11 1 99
14 19 6
11 4 43
14 3 31
18 11 73
14 12 46
13 11 26
11 5 11
9 1 23
9 2 81
1 13 33
20 19 24
15 15 9
17 6 11
19 11 64
2 17 22
4 3 55
20 6 60
20 9 42
1 2 70
13 16 90
4 12 22
18 1 1
3 13 67
5 9 63
1 3 93
3 11 15
9 11 50
9 13 70
11 15 69
6 5 30
9 7 54
9 1 97
13 8 6
2 4 60
16 17 84
6 4 24
16 15 59
8 17 99
14 6 67
18 8 49
17 15 26
17 12 74
4 11 55
7 11 27
16 8 60
11 4 76
17 3 81
13 14 89
19 2 88
18 3 2
12 10 71
16 4 67
6 19 43
8 19 19
15 19 57
19 15 52
13 9 75
7 10 71
20 18 16
2 20 26
11 12 83
7 19 95
17 15 62
15 14 87
14 11 86
20 16 93
20 3 31
9 6 15
7 2 93
18 20 32
1 4 86
12 11 28
6 13 86
11 12 63
13 10 89
8 3 74
2 14 94
8 2 85
9 7 34
9 20 32
4 18 81
6 6 2
10 13 65
13 8 62
2 17 12
5 12 76
10 18 4
11 3 25
18 9 64
9 1 33
6 15 13
3 17 88
7 14 53
6 16 22
3 20 34
6 16 27
3 12 91
17 18 61
6 2 3
18 7 60
12 12 20
20 20 17
13 5 32
20 19 98
19 5 36
15 13 78
6 4 55
15 5 57
9 9 25
7 1 42
19 14 40
10 11 3
15 3 35
13 14 99
18 10 59
2 20 77
5 15 83
2 4 81
2 1 95
2 4 95
15 4 62
18 19 12
12 6 81
17 6 27
18 5 20
17 14 49
3 10 42
18 11 86
19 6 47
2 2 28
17 16 42
7 8 8
13 9 45
18 9 37
14 9 85
7 10 23
16 12 79
6 10 14
4 10 83
17 10 61
12 12 94
19 13 70
19 18 97
7 7 61
7 13 58
8 16 51
11 7 69
1 13 97
2 17 14
11 10 17
15 5 53
7 7 36
16 16 26
15 17 5
7 7 3
14 18 90
12 20 69
17 17 80
13 3 12
2 1 13
18 6 15
5 15 9
12 1 7
9 6 55
15 2 89
5 4 47
4 13 0
12 13 83
14 17 59
6 2 63
4 18 5
18 19 34
18 19 70
16 14 62
17 3 70
20 10 56
4 2 20
9 5 35
5 5 46
7 20 72
16 5 77
14 12 72
12 2 89
5 4 59
7 6 34
8 3 22
9 15 13
6 11 76
2 9 44
1 1 81
18 11 47
9 3 62
10 5 87
6 4 31
3 10 95
5 4 74
20 17 13
2 5 62
10 10 7
3 11 8
5 10 28
7 4 25
3 11 85
6 2 27
7 10 12
10 16 66
18 9 91
3 11 62
4 10 15
14 10 44
15 19 78
18 16 42
20 2 61
14 1 75
3 5 93
18 11 99
18 14 69
9 16 18
10 11 20
20 8 23
10 18 8
5 13 22
18 14 31
18 9 23
14 2 76
5 14 38
18 15 87
6 13 84
8 14 44
7 9 26
5 18 85
9 12 54
2 4 10
2 19 88
16 15 17
1 5 11
15 4 87
19 20 84
12 5 21
13 3 9
10 8 47
1 2 11
16 12 99
14 12 72
20 2 6
4 5 93
7 12 33
7 8 99
3 10 57
5 11 81
12 18 93
5 2 54
8 13 34
20 18 22
13 4 87
17 9 7
8 14 70
7 13 69
8 2 35
18 15 69
8 8 93
1 14 96
13 9 32
10 3 59
5 10 70
5 9 82
18 20 10
2 1 37

31 749
25 31 55
27 28 89
14 12 69
7 30 2
25 31 22
10 8 16
19 26 98
16 26 86
27 21 97
19 13 77
19 2 92
13 25 28
24 23 9
20 1 86
19 13 95
26 27 16
19 26 7
13 13 32
31 12 68
12 15 42
11 25 23
5 27 40
25 23 42
23 29 44
5 13 50
31 19 45
25 3 65
4 3 20
13 17 26
28 24 89
21 18 13
14 29 3
3 20 51
1 2 26
11 4 32
29 21 94
29 4 25
29 2 27
12 13 86
2 21 49
20 9 96
15 6 20
3 7 49
4 29 46
6 11 48
26 28 99
27 11 67
29 16 7
8 24 3
26 12 77
3 27 17
7 29 52
11 12 22
8 28 70
18 13 43
14 8 41
22 27 13
6 14 71
28 27 41
8 21 49
2 17 84
28 29 12
8 25 35
4 21 56
14 20 3
19 23 10
14 20 21
27 12 11
21 29 61
10 21 8
24 8 53
20 26 41
11 19 96
31 22 62
17 31 43
8 27 33
27 3 37
6 31 16
3 1 83
23 29 40
28 1 16
22 4 78
7 4 29
27 10 44
26 19 89
21 8 11
21 16 5
19 5 78
19 20 7
15 22 85
15 2 58
18 6 13
22 27 64
31 27 44
16 24 59
21 7 16
6 28 72
8 11 50
27 31 12
17 21 71
16 1 88
20 11 16
13 7 97
9 7 30
30 5 78
5 24 36
30 1 37
10 30 19
9 13 2
27 13 69
28 26 60
5 21 44
11 31 46
17 29 99
19 24 48
11 3 82
10 2 15
8 5 2
19 14 24
29 19 89
23 4 82
10 5 14
7 23 50
4 25 6
27 1 27
29 5 23
29 12 60
2 19 13
15 31 32
31 20 82
2 2 34
6 14 29
27 27 30
20 20 92
18 27 39
23 19 7
1 20 78
17 30 91
16 15 69
2 17 15
3 17 97
14 6 33
10 2 11
29 5 32
22 10 96
9 8 99
27 3 28
25 25 98
8 16 15
25 20 99
8 22 95
11 24 82
12 30 29
15 31 84
22 18 5
29 25 23
29 18 6
22 12 69
5 21 77
22 13 12
12 5 59
3 29 1
30 5 71
30 20 47
16 31 22
7 31 39
23 7 57
1 9 3
19 5 71
31 6 32
3 31 49
31 30 22
2 8 86
22 26 52
19 26 55
18 15 39
23 31 61
31 15 96
2 16 47
7 20 29
4 14 95
2 19 87
7 23 91
31 27 86
23 27 55
6 9 60
5 27 20
17 7 94
31 16 55
19 13 27
1 9 76
17 5 11
8 31 87
1 28 73
25 13 66
1 14 92
27 2 43
1 9 75
16 16 93
26 25 71
1 7 94
5 23 59
3 10 92
28 31 33
8 19 32
21 30 94
22 15 61
29 2 46
13 4 94
4 7 56
10 24 60
31 12 55
7 15 26
6 25 70
25 2 69
23 2 81
4 2 66
5 29 98
9 24 22
13 2 89
6 6 84
15 8 77
29 14 89
20 23 3
20 28 43
21 7 29
23 6 57
18 27 18
10 10 40
10 8 15
13 7 14
20 13 36
2 19 40
24 31 65
18 15 2
24 24 78
30 23 91
23 26 51
2 31 60
7 11 57
11 1 53
23 26 5
8 3 20
5 6 28
20 29 97
12 7 50
1 6 18
24 24 66
23 29 48
31 10 35
30 31 16
22 2 27
24 21 98
27 10 17
25 21 37
29 19 4
3 7 48
27 22 26
22 28 10
31 1 38
30 10 27
31 30 42
20 10 20
27 24 53
17 12 6
4 19 34
8 2 15
29 17 91
23 24 15
21 20 47
31 16 96
29 6 67
5 19 13
28 20 6
9 17 75
25 6 68
25 22 88
10 8 1
2 19 77
19 21 64
2 19 99
7 14 49
24 7 94
12 18 84
28 24 88
1 13 44
22 5 8
29 2 27
15 27 32
2 10 33
18 14 20
31 17 73
7 15 34
24 19 26
14 16 98
26 20 14
28 16 55
29 3 40
22 30 62
31 25 35
12 6 11
26 20 34
10 8 25
26 19 48
10 9 58
28 26 30
12 10 36
15 13 64
11 14 63
3 27 14
8 8 81
27 9 64
2 7 60
20 11 66
26 5 14
20 10 98
27 9 9
9 2 55
20 21 68
14 30 80
21 5 71
29 23 14
4 4 34
12 23 18
16 3 88
25 24 97
31 10 61
30 6 85
19 13 59
15 31 1
20 18 93
11 14 98
14 2 4
3 21 34
5 27 38
27 28 24
5 15 24
8 28 72
19 19 38
18 27 79
5 15 67
16 25 82
15 29 41
3 6 52
29 23 81
23 24 46
6 17 94
3 8 86
19 28 76
12 2 38
26 22 52
17 30 88
15 17 12
18 15 12
9 13 53
30 16 27
16 11 33
21 9 34
15 15 13
16 7 33
7 17 95
5 27 44
20 20 27
3 27 51
14 3 99
27 7 61
6 1 13
15 1 80
29 31 86
4 18 17
19 15 5
12 7 20
31 15 44
26 4 19
28 8 49
2 22 14
31 1 65
31 25 92
29 4 38
15 31 27
29 9 54
4 24 70
16 8 63
17 12 99
24 18 40
12 4 41
11 16 28
4 31 90
5 30 7
4 23 99
10 18 96
2 31 97
8 25 48
19 18 78
3 1 36
6 12 23
19 22 50
18 1 33
14 8 5
6 12 52
23 30 45
21 12 87
14 31 52
29 31 83
29 18 52
8 24 60
29 13 73
29 10 4
3 8 49
14 13 96
10 17 75
22 1 88
19 16 10
18 5 4
2 12 69
26 21 46
5 4 75
15 3 36
22 20 73
1 17 91
17 19 43
18 10 23
31 22 78
5 15 60
16 4 98
6 17 78
7 8 26
10 25 40
27 9 58
10 25 33
28 21 20
6 26 18
25 20 9
9 3 49
10 30 74
26 28 84
31 20 94
24 15 25
31 23 86
22 22 26
11 20 41
3 3 6
22 1 14
22 29 74
19 31 44
15 15 93
4 2 67
16 26 41
7 29 4
27 24 32
15 27 65
15 27 50
13 29 58
10 25 73
7 26 53
19 6 98
20 6 38
15 8 50
10 31 75
2 22 23
26 1 76
22 21 58
17 10 35
8 21 20
3 21 15
6 5 41
11 6 40
16 6 0
15 23 4
3 14 86
3 28 25
21 26 61
31 4 54
18 28 70
5 26 82
10 30 40
15 22 37
21 3 41
10 24 92
21 26 0
18 25 95
12 18 92
15 2 43
9 29 60
3 1 64
31 5 59
21 13 45
21 28 12
14 28 9
6 11 11
28 25 95
14 9 88
15 14 45
10 17 57
11 5 94
15 31 73
27 3 89
22 17 78
18 20 43
28 2 42
19 2 61
26 17 25
6 14 48
20 21 35
25 6 58
24 25 50
24 7 56
10 12 61
29 5 59
28 8 94
27 17 18
12 21 27
23 8 12
13 6 73
18 15 66
9 1 8
16 1 10
25 25 66
27 9 91
4 7 42
20 2 84
7 13 62
13 16 66
18 24 39
1 20 44
30 8 75
30 18 56
21 19 78
27 29 71
3 2 77
4 2 92
14 26 29
29 29 62
21 22 90
7 24 49
14 13 49
1 7 40
19 13 30
15 13 28
16 9 99
17 7 32
9 23 50
7 12 28
26 15 82
18 2 81
29 20 95
2 3 34
14 15 59
27 14 84
4 9 57
8 4 16
28 2 49
8 11 67
20 17 87
21 12 49
7 12 49
9 25 67
21 5 7
2 3 0
10 16 16
12 12 85
11 23 99
22 9 89
7 1 15
17 18 69
26 19 50
19 18 13
23 17 92
25 28 23
7 3 85
19 10 77
8 25 84
16 3 4
16 17 16
31 18 54
18 9 48
2 6 49
17 11 87
13 4 77
16 29 4
25 31 76
16 12 7
16 2 2
31 15 24
17 31 64
25 2 71
28 28 43
6 7 2
9 7 53
5 29 0
4 26 58
13 9 64
15 29 19
27 1 62
26 16 62
26 31 84
22 30 33
26 30 72
30 14 44
27 10 24
20 17 50
28 17 47
23 31 56
21 30 76
6 27 27
3 10 17
1 14 41
28 14 1
10 21 84
17 1 25
31 17 22
17 2 9
16 31 89
12 10 21
8 16 76
15 16 24
28 10 84
8 23 51
26 28 80
27 1 75
10 30 38
11 15 25
9 26 54
18 28 44
2 17 8
15 12 62
24 8 38
13 5 72
8 27 38
8 25 82
4 7 26
19 22 76
11 17 76
5 28 37
21 18 31
1 14 43
7 23 88
9 27 57
4 7 1
26 12 6
2 11 49
21 18 51
6 3 75
1 27 10
16 5 29
27 13 61
17 4 77
12 15 63
16 8 22
27 7 86
4 12 83
22 19 98
22 12 61
18 14 78
20 19 42
1 14 17
2 8 62
17 5 18
24 11 58
28 19 76
7 20 50
25 20 60
3 9 33
16 4 45
4 27 34
15 4 35
22 7 43
25 26 47
4 23 51
22 4 61
9 9 31
26 16 63
4 13 60
7 1 46
31 3 82
3 25 3
9 15 18
1 5 55
23 9 79
24 5 16
31 27 1
15 25 16
26 13 15
26 5 56
28 10 21
19 19 53
3 9 68
5 18 82
12 21 11
16 26 15
9 20 68
3 20 26
13 15 97
17 10 13
26 12 72
11 11 8
19 12 10
4 20 20
24 29 89
18 27 17
5 15 17
24 3 19
5 1 40
15 26 40
24 12 65
1 23 2
12 22 1
1 21 86
29 23 11
22 4 8
5 1 45
5 5 72
3 10 9
28 26 18
6 26 61
27 21 7
15 25 13
5 16 0
25 10 97
28 25 20
27 26 32
31 30 5
7 26 67
1 26 13
27 8 58
14 10 76
7 13 73
22 27 11
29 10 61
20 19 13
13 16 88
11 17 52
5 21 28
28 26 57
4 27 26
12 2 58
24 4 3
19 18 65
28 5 80
13 14 9
26 17 62
11 16 35
30 13 1
24 15 21
19 16 61
18 9 36
19 16 52
5 30 75
7 1 57

30 138
9 14 6
26 4 94
17 19 34
30 17 54
22 21 32
28 1 36
2 4 50
9 24 20
16 16 7
19 17 74
24 16 50
27 20 41
7 14 66
16 8 45
6 20 44
29 28 57
24 21 6
9 23 7
24 20 87
11 26 72
26 6 0
7 9 33
20 16 41
19 1 60
1 7 5
28 5 42
18 13 90
2 1 55
21 10 94
8 13 87
6 25 99
14 1 36
29 2 92
21 24 1
20 1 22
16 14 82
28 16 69
20 4 39
30 8 10
4 27 43
28 27 62
28 13 67
22 28 51
15 9 31
8 1 54
13 15 63
28 5 20
23 26 27
30 18 49
27 23 68
23 6 61
27 23 80
24 24 8
25 8 89
17 12 35
2 27 4
28 27 86
15 16 76
24 25 28
17 25 38
22 28 96
6 29 98
22 19 36
29 30 52
2 17 98
28 12 44
16 18 77
1 14 66
18 3 50
4 13 96
2 19 42
22 9 55
10 25 50
1 19 83
17 7 81
28 4 54
16 1 13
21 10 78
23 2 81
5 18 18
23 20 61
23 27 24
18 10 35
28 13 6
5 7 26
8 1 83
30 15 32
9 5 57
11 26 38
20 4 2
2 8 89
28 12 93
7 30 66
12 18 95
18 15 32
10 20 76
16 22 75
21 10 7
16 10 85
12 24 17
19 5 47
22 9 20
13 27 87
1 2 4
15 4 57
4 3 24
17 30 63
18 27 41
19 25 31
13 24 66
17 13 69
17 3 97
13 21 31
14 7 53
10 4 23
4 10 19
3 25 24
22 26 71
16 17 68
9 16 7
22 25 41
24 15 59
6 26 56
12 11 0
15 5 36
16 26 95
11 21 10
6 24 4
23 22 85
30 1 90
24 22 41
8 22 32
25 8 87
6 28 43
2 24 54
27 21 31
9 13 96
2 8 66

13 102
11 4 13
2 12 85
1 6 47
8 8 68
5 8 97
13 7 26
8 6 92
9 9 52
4 4 75
6 6 2
11 9 66
11 13 21
5 12 17
12 11 45
7 13 13
2 8 75
8 12 92
5 6 92
10 8 41
2 12 8
12 13 57
1 12 36
12 13 32
10 2 48
11 1 55
5 7 18
3 9 50
11 8 47
5 2 45
4 1 3
5 7 71
3 12 20
4 1 30
8 7 0
10 1 51
3 1 80
1 3 64
8 2 45
9 6 26
11 6 34
4 9 76
2 11 66
4 13 78
12 3 28
13 3 15
13 12 52
4 4 17
6 11 52
13 2 53
5 12 9
2 13 28
13 6 71
1 2 22
5 6 69
8 3 57
8 12 92
11 13 44
8 11 13
11 8 49
10 12 98
11 1 59
3 7 11
7 4 19
12 3 69
3 3 8
2 13 41
1 12 0
13 3 0
7 1 84
6 11 80
8 1 76
1 5 96
6 11 59
11 4 94
13 1 82
13 6 86
13 7 11
4 5 78
6 13 40
3 4 97
5 7 64
9 6 17
8 7 80
11 3 74
12 10 22
6 6 81
1 6 94
5 7 6
7 8 30
12 3 19
5 4 71
10 2 45
3 13 4
5 3 69
3 4 59
9 6 32
3 7 81
9 11 6
4 3 60
8 2 26
11 5 37
1 12 69

3 1
2 1 25

20 186
10 4 77
1 3 61
7 16 43
11 15 49
8 16 61
20 8 87
11 3 76
20 3 98
17 11 70
6 9 21
1 18 75
3 19 85
10 2 97
4 4 16
11 17 26
18 17 5
20 13 24
14 3 26
5 5 17
13 7 34
2 2 39
20 19 72
14 17 94
9 5 76
5 11 79
1 16 62
6 12 39
20 18 11
5 8 64
11 2 0
4 13 84
15 17 45
3 12 97
7 20 82
17 19 2
4 1 66
15 13 19
4 16 36
3 12 15
16 13 79
9 9 1
5 15 5
8 4 79
7 6 21
18 8 47
10 6 35
14 17 90
1 13 84
13 9 99
17 8 2
5 10 29
11 15 17
14 6 94
11 19 53
10 18 72
8 13 81
4 3 42
17 19 96
5 10 56
12 4 40
13 14 96
19 3 13
4 9 83
2 3 9
11 7 19
3 8 21
17 10 28
7 18 63
17 7 59
12 7 35
5 4 19
20 9 11
8 12 70
2 1 73
8 13 47
7 6 37
9 6 32
6 9 20
12 1 87
11 16 35
6 15 66
14 7 63
5 17 42
18 2 1
2 1 43
7 11 42
12 15 29
20 15 49
12 14 94
8 9 78
2 8 40
20 11 25
8 5 50
2 18 46
14 1 23
16 16 4
10 17 10
17 6 73
10 12 5
19 2 16
18 2 43
20 19 57
4 9 68
13 16 96
14 19 69
1 16 82
17 18 78
2 12 87
13 17 35
7 5 5
8 1 35
7 18 92
15 18 91
10 14 26
1 3 98
8 18 3
5 16 83
16 15 71
4 11 12
9 16 57
1 3 83
18 7 82
7 18 28
1 16 75
15 14 16
12 10 28
19 5 15
14 17 40
16 1 27
3 18 31
5 13 71
11 16 43
20 16 52
15 11 18
20 20 38
1 8 85
6 4 88
2 4 27
2 3 92
12 14 19
16 17 61
3 20 57
11 12 99
1 3 30
12 1 76
20 18 87
3 19 68
18 6 5
20 10 66
6 1 19
14 2 22
6 11 10
9 10 12
11 12 62
4 8 35
13 15 46
11 3 77
8 8 91
17 6 28
17 18 20
10 12 97
12 2 30
1 7 67
12 1 56
11 16 18
6 15 41
8 4 14
8 16 24
5 16 4
2 8 40
6 5 9
7 8 70
5 15 82
6 3 94
13 2 38
19 15 88
3 1 33
10 18 93
5 2 20
13 2 84
9 3 58
16 14 63
3 8 61
5 2 66
6 20 91
13 9 75

5 6
2 2 32
4 1 69
1 2 10
4 1 44
4 5 38
5 2 51

29 807
13 7 7
11 7 98
21 22 74
7 21 40
21 5 76
12 2 13
7 3 6
26 19 84
7 8 70
26 21 71
24 13 67
2 23 35
23 17 32
6 12 2
11 3 4
4 18 27
6 5 61
16 18 91
15 18 60
6 18 32
10 25 54
4 7 69
20 29 55
24 5 84
26 8 59
7 2 77
11 29 5
20 3 50
8 3 25
25 1 10
21 9 46
27 19 90
18 1 43
14 18 79
21 12 39
15 16 51
14 23 31
16 27 82
11 9 92
3 5 31
11 7 70
29 10 77
21 16 87
2 4 87
13 16 77
29 16 63
14 22 74
4 1 19
12 28 94
17 4 58
15 17 43
24 22 53
10 16 59
13 27 18
20 15 13
27 24 55
19 1 74
19 21 23
9 27 55
12 27 91
21 29 98
13 5 70
28 10 49
25 27 30
3 8 41
18 1 20
18 23 24
9 21 82
27 22 78
24 26 54
16 18 95
20 15 70
21 7 57
18 7 47
25 12 23
18 29 71
11 22 50
23 17 87
15 2 52
3 17 45
20 14 70
6 2 72
4 23 56
10 13 32
22 19 20
13 28 31
26 24 74
13 1 75
7 16 57
23 28 27
28 26 77
29 11 4
14 7 84
18 23 66
7 28 33
26 13 73
13 22 59
13 26 67
28 1 79
18 12 78
7 25 14
9 20 86
15 13 64
29 8 57
20 13 60
3 2 49
16 24 98
12 21 55
5 23 59
16 1 65
3 23 20
